ID,op_status,total_funding_usd,funding_rounds,first_funding_date,last_funding_date,num_investors,funding_duration,first_funding_utc,last_funding_utc,successful_investment
379,acquired,,1,01-03-2007,01-03-2007,1,0,13573,13573,1
380,operating,2500000,1,12-12-2012,12-12-2012,4,0,15686,15686,0
381,operating,2800000,1,18-08-2010,18-08-2010,3,0,14839,14839,0
382,acquired,12950000,2,01-04-2005,12-11-2009,6,1686,12874,14560,1
383,operating,3633481,3,12-04-2012,29-12-2014,5,991,15442,16433,0
384,operating,4830067.478,2,29-05-2014,21-10-2015,5,510,16219,16729,0
385,operating,,1,01-11-2013,01-11-2013,2,0,16010,16010,0
386,closed,1944976,1,15-06-2015,15-06-2015,2,0,16601,16601,0
387,closed,3000000,1,07-11-2006,07-11-2006,1,0,13459,13459,0
388,operating,2980545,2,01-01-2014,05-02-2015,1,400,16071,16471,0
389,closed,18316,1,01-11-2010,01-11-2010,1,0,14914,14914,0
390,operating,,1,03-06-2013,03-06-2013,1,0,15859,15859,0
391,operating,7500000,1,30-01-2003,30-01-2003,5,0,12082,12082,0
392,operating,3760000,1,26-05-2005,26-05-2005,4,0,12929,12929,0
393,operating,29264085,1,22-07-2015,22-07-2015,1,0,16638,16638,0
394,operating,200000,2,01-01-2012,16-02-2013,4,412,15340,15752,0
395,acquired,22000000,2,15-10-2007,30-06-2008,3,259,13801,14060,1
396,acquired,1200000,1,01-12-2007,01-12-2007,2,0,13848,13848,1
397,operating,,1,01-02-2011,01-02-2011,1,0,15006,15006,0
398,closed,,1,15-08-2011,15-08-2011,1,0,15201,15201,0
399,operating,150000,1,09-11-2012,09-11-2012,1,0,15653,15653,0
400,operating,250000,1,25-01-2012,25-01-2012,1,0,15364,15364,0
401,operating,1000000,1,01-08-2008,01-08-2008,2,0,14092,14092,0
402,operating,1000000,1,01-05-2010,01-05-2010,1,0,14730,14730,0
403,operating,21500000,1,02-01-2014,02-01-2014,3,0,16072,16072,0
404,operating,4710000,1,28-11-2011,28-11-2011,1,0,15306,15306,0
405,operating,,1,17-08-2015,17-08-2015,2,0,16664,16664,0
406,operating,4000000,1,09-10-2013,09-10-2013,1,0,15987,15987,0
407,operating,959498,2,30-09-2013,23-10-2014,2,388,15978,16366,0
408,operating,3000000,1,19-05-2009,19-05-2009,2,0,14383,14383,0
409,acquired,,1,19-08-2002,19-08-2002,1,0,11918,11918,1
410,operating,,1,14-08-2014,14-08-2014,5,0,16296,16296,0
411,operating,6025063,4,10-02-2012,06-12-2013,12,665,15380,16045,0
412,operating,50000,1,31-07-2015,31-07-2015,1,0,16647,16647,0
413,operating,40000,1,13-03-2013,13-03-2013,1,0,15777,15777,0
414,operating,4000000,1,27-06-2003,27-06-2003,3,0,12230,12230,0
415,operating,,1,01-02-2012,01-02-2012,1,0,15371,15371,0
416,operating,270000,1,21-05-2014,21-05-2014,1,0,16211,16211,0
417,operating,200000,2,01-04-2013,16-02-2015,1,686,15796,16482,0
418,operating,668048,2,22-11-2012,22-03-2013,3,120,15666,15786,0
419,operating,736443,5,26-02-2012,19-02-2014,2,724,15396,16120,0
420,operating,2240135,2,18-06-2012,24-02-2015,3,981,15509,16490,0
421,closed,3274000,2,08-11-2011,10-02-2014,3,825,15286,16111,0
422,operating,,1,17-05-2011,17-05-2011,1,0,15111,15111,0
423,operating,102232479,5,21-04-2009,17-08-2015,8,2309,14355,16664,0
424,operating,1000000,1,01-01-2012,01-01-2012,1,0,15340,15340,0
425,operating,2000000,1,01-03-2015,01-03-2015,1,0,16495,16495,0
426,operating,7700000,3,21-11-2013,03-11-2014,1,347,16030,16377,0
427,closed,25000000,1,11-06-2001,11-06-2001,2,0,11484,11484,0
428,operating,10000,1,01-09-2013,01-09-2013,1,0,15949,15949,0
429,acquired,1000000,1,28-02-2012,28-02-2012,5,0,15398,15398,1
430,operating,,1,01-07-2015,01-07-2015,1,0,16617,16617,0
431,operating,12400000,2,29-08-2014,15-10-2015,5,412,16311,16723,0
432,operating,6617250,1,18-09-2009,18-09-2009,1,0,14505,14505,0
433,operating,9000000,2,29-06-2011,01-03-2012,5,246,15154,15400,0
434,acquired,2000000,1,01-01-2004,01-01-2004,2,0,12418,12418,1
435,operating,,1,12-06-2014,12-06-2014,1,0,16233,16233,0
436,operating,336055,1,09-06-2014,09-06-2014,1,0,16230,16230,0
437,operating,31249996,4,07-06-2010,30-06-2015,13,1849,14767,16616,0
438,operating,1600000,2,30-07-2013,07-05-2015,8,646,15916,16562,0
439,operating,2000000,1,02-09-2014,02-09-2014,1,0,16315,16315,0
440,operating,250000,1,01-10-2011,01-10-2011,1,0,15248,15248,0
441,operating,45943240,2,01-10-2009,01-10-2009,2,0,14518,14518,0
442,operating,,1,01-01-2012,01-01-2012,1,0,15340,15340,0
443,operating,1234208,1,01-02-2014,01-02-2014,1,0,16102,16102,0
444,closed,31000000,1,19-07-2000,19-07-2000,6,0,11157,11157,0
445,operating,32300000,3,01-01-2012,19-10-2015,6,1387,15340,16727,0
446,operating,,1,24-05-2011,24-05-2011,1,0,15118,15118,0
447,closed,240000,2,04-07-2012,28-05-2013,4,328,15525,15853,0
448,operating,2314371.215,2,21-11-2006,04-03-2007,2,103,13473,13576,0
449,operating,1604400,5,01-01-2008,17-01-2012,16,1477,13879,15356,0
450,operating,400000,1,13-08-2014,13-08-2014,4,0,16295,16295,0
451,operating,17926365,4,02-09-2010,11-06-2014,4,1378,14854,16232,0
452,ipo,,1,12-11-2003,12-11-2003,1,0,12368,12368,1
453,operating,,1,16-07-2014,16-07-2014,1,0,16267,16267,0
454,closed,13300,2,01-01-2007,01-09-2007,2,243,13514,13757,0
455,operating,,1,01-02-2014,01-02-2014,1,0,16102,16102,0
456,operating,4000000,1,24-03-2014,24-03-2014,1,0,16153,16153,0
457,operating,,1,18-06-2015,18-06-2015,1,0,16604,16604,0
458,operating,,1,30-07-2012,30-07-2012,1,0,15551,15551,0
459,operating,26502948,1,11-11-2011,11-11-2011,1,0,15289,15289,0
460,closed,825000,1,15-07-2013,15-07-2013,1,0,15901,15901,0
461,acquired,2000000,1,13-02-2009,13-02-2009,3,0,14288,14288,1
462,operating,10000000,1,01-12-2014,01-12-2014,1,0,16405,16405,0
463,closed,,1,12-02-2004,12-02-2004,1,0,12460,12460,0
464,operating,,1,01-01-2015,01-01-2015,1,0,16436,16436,0
465,operating,,1,01-04-2013,01-04-2013,1,0,15796,15796,0
466,operating,50500000,3,01-09-2013,13-11-2015,8,803,15949,16752,0
467,acquired,,1,15-08-2007,15-08-2007,2,0,13740,13740,1
468,acquired,40000000,2,11-03-2002,28-07-2003,8,504,11757,12261,1
469,operating,,1,17-10-2014,17-10-2014,2,0,16360,16360,0
470,operating,1000000,1,08-11-2012,08-11-2012,1,0,15652,15652,0
471,operating,32400000,2,01-01-2013,25-08-2014,3,601,15706,16307,0
472,operating,161391,2,04-04-2012,17-11-2014,1,957,15434,16391,0
473,operating,2500000,1,27-01-2015,27-01-2015,4,0,16462,16462,0
474,operating,,1,01-03-2013,01-03-2013,1,0,15765,15765,0
475,operating,430548,1,20-05-2014,20-05-2014,1,0,16210,16210,0
476,acquired,,1,04-12-2007,04-12-2007,1,0,13851,13851,1
477,closed,2100000,1,07-08-2009,07-08-2009,1,0,14463,14463,0
478,operating,80000,1,15-07-2012,15-07-2012,1,0,15536,15536,0
479,operating,2980000,4,01-01-2012,23-04-2014,3,843,15340,16183,0
480,operating,10000000,2,01-03-2010,01-09-2011,2,549,14669,15218,0
481,operating,213922.0468,1,16-04-2015,16-04-2015,1,0,16541,16541,0
482,ipo,15000000,1,29-08-2003,29-08-2003,2,0,12293,12293,1
483,operating,2750000,3,26-08-2012,15-04-2014,1,597,15578,16175,0
484,operating,3450000,3,01-01-2011,01-07-2012,8,547,14975,15522,0
485,operating,698963,2,13-10-2013,15-09-2015,1,702,15991,16693,0
486,operating,10100000,2,01-04-2012,14-11-2013,19,592,15431,16023,0
487,closed,20000000,1,08-11-2007,08-11-2007,3,0,13825,13825,0
488,operating,550000,2,01-10-2014,01-10-2014,1,0,16344,16344,0
489,operating,6278109,7,15-05-2012,17-07-2015,12,1158,15475,16633,0
490,operating,,1,01-08-2013,01-08-2013,1,0,15918,15918,0
491,operating,1414665,3,12-11-2007,01-07-2011,2,1327,13829,15156,0
492,operating,,1,04-02-2015,04-02-2015,2,0,16470,16470,0
493,operating,,1,01-12-2010,01-12-2010,1,0,14944,14944,0
494,operating,15169529,1,26-09-2006,26-09-2006,2,0,13417,13417,0
495,operating,33887,1,01-02-2015,01-02-2015,1,0,16467,16467,0
496,operating,50223,1,01-09-2012,01-09-2012,1,0,15584,15584,0
497,operating,5000000,1,27-09-2006,27-09-2006,1,0,13418,13418,0
498,operating,,1,12-08-2014,12-08-2014,1,0,16294,16294,0
499,operating,1000000,2,20-12-2013,15-01-2014,1,26,16059,16085,0
500,operating,34253,1,01-01-2015,01-01-2015,1,0,16436,16436,0
501,operating,30500000,6,26-01-2005,29-08-2013,6,3137,12809,15946,0
502,operating,48495,1,05-12-2014,05-12-2014,1,0,16409,16409,0
503,operating,207500000,6,25-09-2009,23-03-2014,19,1640,14512,16152,0
504,operating,500000,1,09-01-2009,09-01-2009,3,0,14253,14253,0
505,operating,,1,16-02-2014,16-02-2014,5,0,16117,16117,0
506,operating,3000000,1,03-06-2015,03-06-2015,2,0,16589,16589,0
507,operating,,1,30-11-2015,30-11-2015,1,0,16769,16769,0
508,operating,15130688,3,27-02-2014,24-06-2014,1,117,16128,16245,0
509,closed,,1,01-12-2012,01-12-2012,1,0,15675,15675,0
510,closed,,1,01-03-2015,01-03-2015,1,0,16495,16495,0
511,operating,6300000,2,24-08-2005,18-01-2007,3,512,13019,13531,0
512,operating,33000000,1,16-07-2001,16-07-2001,5,0,11519,11519,0
513,closed,2500000,1,23-02-2001,23-02-2001,4,0,11376,11376,0
514,operating,14700000,2,11-08-2011,13-01-2015,2,1251,15197,16448,0
515,operating,,2,14-08-2013,26-08-2013,4,12,15931,15943,0
516,acquired,1000000,2,01-07-2011,01-07-2012,12,366,15156,15522,1
517,closed,36253675,6,15-06-2009,18-06-2012,6,1099,14410,15509,0
518,operating,8100000,2,20-04-2015,14-10-2015,9,177,16545,16722,0
519,operating,13700,1,19-05-2014,19-05-2014,1,0,16209,16209,0
520,operating,13197215,2,01-05-2014,01-04-2015,4,335,16191,16526,0
521,acquired,,1,01-03-2007,01-03-2007,1,0,13573,13573,1
522,operating,,1,01-04-2013,01-04-2013,1,0,15796,15796,0
523,operating,8467397.216,2,01-01-2008,16-12-2008,6,350,13879,14229,0
524,operating,20000,1,14-10-2014,14-10-2014,1,0,16357,16357,0
525,operating,48407,1,14-12-2012,14-12-2012,1,0,15688,15688,0
526,operating,55050000,3,22-10-2006,28-03-2012,12,1984,13443,15427,0
527,closed,19311,1,06-09-2010,06-09-2010,1,0,14858,14858,0
528,operating,108500000,2,01-12-2014,25-09-2015,1,298,16405,16703,0
529,operating,42325,1,04-07-2012,04-07-2012,1,0,15525,15525,0
530,operating,4541222,2,11-01-2013,24-02-2015,4,774,15716,16490,0
531,operating,1200000,1,01-08-2015,01-08-2015,1,0,16648,16648,0
532,operating,5910179,2,01-07-2014,31-08-2015,8,426,16252,16678,0
533,operating,25000,1,08-06-2013,08-06-2013,1,0,15864,15864,0
534,operating,,1,24-12-2013,24-12-2013,1,0,16063,16063,0
535,acquired,20400000,3,01-03-2008,25-04-2011,4,1150,13939,15089,1
536,operating,,1,01-07-2012,01-07-2012,3,0,15522,15522,0
537,operating,850000,1,14-11-2014,14-11-2014,1,0,16388,16388,0
538,operating,20000,1,23-09-2013,23-09-2013,1,0,15971,15971,0
539,closed,1200000,1,23-12-1999,23-12-1999,1,0,10948,10948,0
540,operating,,1,29-09-2009,29-09-2009,2,0,14516,14516,0
541,operating,,1,01-07-2013,01-07-2013,2,0,15887,15887,0
542,operating,8064000,5,03-05-2011,10-03-2014,2,1042,15097,16139,0
543,operating,100000,1,14-04-2014,14-04-2014,2,0,16174,16174,0
544,acquired,4700000,2,01-09-2006,17-11-2008,3,808,13392,14200,1
545,acquired,15000000,1,20-03-2003,20-03-2003,3,0,12131,12131,1
546,operating,161250,2,01-12-2014,01-08-2015,2,243,16405,16648,0
547,operating,750000,2,11-12-2014,19-11-2015,7,343,16415,16758,0
548,closed,6020000,1,09-12-2004,09-12-2004,5,0,12761,12761,0
549,ipo,96029290,8,01-04-2001,21-05-2015,5,5163,11413,16576,1
550,operating,272895,2,01-01-2014,28-07-2015,2,573,16071,16644,0
551,operating,,1,31-01-2012,31-01-2012,1,0,15370,15370,0
552,acquired,,1,24-08-2011,24-08-2011,1,0,15210,15210,1
553,operating,32000000,1,28-04-2015,28-04-2015,4,0,16553,16553,0
554,operating,170000,2,01-12-2014,01-04-2015,2,121,16405,16526,0
555,operating,,1,15-07-2015,15-07-2015,1,0,16631,16631,0
556,closed,2200000,1,26-11-2015,26-11-2015,3,0,16765,16765,0
557,operating,7000000,1,26-02-2007,26-02-2007,2,0,13570,13570,0
558,acquired,1801500,1,09-06-2010,09-06-2010,2,0,14769,14769,1
559,operating,1674801.387,2,26-08-2014,11-11-2015,2,442,16308,16750,0
560,operating,22000000,1,02-10-2002,02-10-2002,4,0,11962,11962,0
561,operating,18000000,3,01-07-2010,01-10-2011,9,457,14791,15248,0
562,operating,57100000,6,22-05-2009,10-11-2015,15,2363,14386,16749,0
563,operating,5000000,1,23-06-2015,23-06-2015,9,0,16609,16609,0
564,operating,54000000,1,20-01-2015,20-01-2015,2,0,16455,16455,0
565,operating,100000,1,01-06-2007,01-06-2007,1,0,13665,13665,0
566,operating,,1,27-11-2015,27-11-2015,1,0,16766,16766,0
567,operating,25000,1,01-04-2014,01-04-2014,1,0,16161,16161,0
568,operating,2010000,1,07-01-2007,07-01-2007,1,0,13520,13520,0
569,operating,2225818,3,14-10-2013,05-03-2014,3,142,15992,16134,0
570,operating,220000,1,01-05-2012,01-05-2012,2,0,15461,15461,0
571,operating,546402,1,03-08-2015,03-08-2015,6,0,16650,16650,0
572,operating,660000,1,03-09-2015,03-09-2015,1,0,16681,16681,0
573,closed,14300000,1,10-10-2003,10-10-2003,11,0,12335,12335,0
574,operating,100000,1,01-11-2014,01-11-2014,1,0,16375,16375,0
575,operating,620000000,3,03-03-2014,17-04-2014,1,45,16132,16177,0
576,operating,20000,1,13-10-2012,13-10-2012,1,0,15626,15626,0
577,operating,,1,01-01-2011,01-01-2011,1,0,14975,14975,0
578,acquired,10510626,4,30-07-2007,27-04-2010,3,1002,13724,14726,1
579,acquired,353000,1,27-03-2008,27-03-2008,2,0,13965,13965,1
580,operating,,1,16-02-1996,16-02-1996,1,0,9542,9542,0
581,operating,164186803.5,2,10-03-2004,24-06-2004,2,106,12487,12593,0
582,operating,23011000,2,12-05-2010,17-05-2011,3,370,14741,15111,0
583,operating,6000000,1,18-12-2008,18-12-2008,3,0,14231,14231,0
584,operating,800000,3,01-10-2012,01-12-2014,2,791,15614,16405,0
585,operating,11500000,1,20-11-2003,20-11-2003,2,0,12376,12376,0
586,operating,200000,1,17-06-2015,17-06-2015,2,0,16603,16603,0
587,operating,1265000,2,01-06-2009,21-01-2010,8,234,14396,14630,0
588,operating,11000000,3,13-01-2008,27-11-2013,5,2145,13891,16036,0
589,operating,1270000,1,01-01-2008,01-01-2008,1,0,13879,13879,0
590,operating,200000,1,13-08-2013,13-08-2013,1,0,15930,15930,0
591,operating,400000,1,25-10-2013,25-10-2013,1,0,16003,16003,0
592,closed,1500000,1,13-02-2012,13-02-2012,1,0,15383,15383,0
593,operating,1411000,2,02-03-2009,01-02-2012,2,1066,14305,15371,0
594,operating,67500000,2,31-07-2009,13-10-2015,1,2265,14456,16721,0
595,operating,16780.21277,1,25-09-2015,25-09-2015,1,0,16703,16703,0
596,acquired,12000000,1,05-12-2001,05-12-2001,3,0,11661,11661,1
597,operating,382000,1,11-05-2006,11-05-2006,1,0,13279,13279,0
598,closed,,1,01-01-2014,01-01-2014,1,0,16071,16071,0
599,operating,37550006,2,14-06-2007,28-08-2009,1,806,13678,14484,0
600,operating,417212,1,01-11-2011,01-11-2011,1,0,15279,15279,0
601,operating,1000000,2,25-06-2014,01-03-2015,3,249,16246,16495,0
602,operating,53492000,1,24-11-2011,24-11-2011,1,0,15302,15302,0
603,acquired,24102319,3,14-05-2004,01-04-2009,5,1783,12552,14335,1
604,operating,6533984,3,11-04-2012,13-01-2015,3,1007,15441,16448,0
605,operating,8000000,2,27-06-2013,17-03-2014,5,263,15883,16146,0
606,operating,9900000,3,01-06-2012,29-04-2015,7,1062,15492,16554,0
607,operating,,1,01-03-2014,01-03-2014,1,0,16130,16130,0
608,operating,1500000,1,01-04-2015,01-04-2015,4,0,16526,16526,0
609,operating,98201432.23,3,09-07-2012,27-10-2015,5,1205,15530,16735,0
610,operating,20395,1,01-02-2013,01-02-2013,1,0,15737,15737,0
611,operating,,1,01-01-2015,01-01-2015,1,0,16436,16436,0
612,operating,5000000,2,04-04-2003,19-01-2005,2,656,12146,12802,0
613,operating,,1,01-08-2014,01-08-2014,1,0,16283,16283,0
614,operating,80157014,1,30-03-2011,30-03-2011,1,0,15063,15063,0
615,operating,2500000,1,22-05-2013,22-05-2013,1,0,15847,15847,0
616,closed,,1,17-12-1993,17-12-1993,1,0,8751,8751,0
617,operating,12406622.57,2,28-04-2010,28-04-2010,2,0,14727,14727,0
618,operating,27000000,3,01-01-2007,01-12-2010,2,1430,13514,14944,0
619,operating,1540000,2,01-09-2014,01-06-2015,2,273,16314,16587,0
620,operating,15700000,3,07-03-2014,26-10-2015,8,598,16136,16734,0
621,closed,12000000,2,01-07-2007,01-12-2007,5,153,13695,13848,0
622,acquired,3715000,2,01-07-2009,07-04-2010,13,280,14426,14706,1
623,operating,42260000,2,11-06-2013,30-10-2013,2,141,15867,16008,0
624,closed,25000,1,01-04-2010,01-04-2010,1,0,14700,14700,0
625,operating,19910515,4,01-08-2010,01-06-2015,8,1765,14822,16587,0
626,closed,26615501,8,01-12-2009,05-05-2014,5,1616,14579,16195,0
627,operating,,1,01-01-2013,01-01-2013,1,0,15706,15706,0
628,operating,45638,1,25-06-2014,25-06-2014,1,0,16246,16246,0
629,operating,,1,01-08-2012,01-08-2012,1,0,15553,15553,0
630,operating,,1,09-03-2012,09-03-2012,2,0,15408,15408,0
631,operating,556049,2,23-07-2014,19-07-2015,2,361,16274,16635,0
632,operating,4112016,3,28-05-2015,02-07-2015,3,35,16583,16618,0
633,acquired,6875000,2,16-04-2008,23-05-2011,8,1132,13985,15117,1
634,operating,40000,1,01-08-2014,01-08-2014,1,0,16283,16283,0
635,operating,5899400,8,01-06-2010,20-11-2013,47,1268,14761,16029,0
636,operating,,1,17-10-2013,17-10-2013,1,0,15995,15995,0
637,closed,15000000,1,27-02-2001,27-02-2001,1,0,11380,11380,0
638,operating,5576224,6,18-02-2010,19-03-2015,9,1855,14658,16513,0
639,operating,6400000,2,01-01-2012,26-09-2013,3,634,15340,15974,0
640,operating,350000,1,11-06-2015,11-06-2015,3,0,16597,16597,0
641,operating,,1,01-05-2014,01-05-2014,2,0,16191,16191,0
642,operating,1438301,4,01-09-2013,01-07-2015,11,668,15949,16617,0
643,acquired,39000000,5,24-01-2005,18-05-2012,12,2671,12807,15478,1
644,acquired,26100000,3,02-06-2006,08-06-2009,7,1102,13301,14403,1
645,closed,1950000,1,19-07-2010,19-07-2010,1,0,14809,14809,0
646,operating,553238,1,24-09-2013,24-09-2013,1,0,15972,15972,0
647,operating,,1,15-03-2015,15-03-2015,1,0,16509,16509,0
648,operating,320000000,2,09-06-2014,06-05-2015,8,331,16230,16561,0
649,acquired,7300000,3,01-11-2005,05-06-2008,2,947,13088,14035,1
650,operating,1623640,1,01-04-2013,01-04-2013,1,0,15796,15796,0
651,operating,2100000,2,30-09-2015,13-10-2015,5,13,16708,16721,0
652,ipo,81880403,6,22-02-2005,15-04-2015,15,3704,12836,16540,1
653,acquired,400000,1,20-07-2011,20-07-2011,3,0,15175,15175,1
654,operating,5856515,1,01-06-2010,01-06-2010,1,0,14761,14761,0
655,operating,1631321,1,01-09-2013,01-09-2013,1,0,15949,15949,0
656,closed,,1,15-01-2014,15-01-2014,1,0,16085,16085,0
657,operating,10600000,3,28-02-2013,12-10-2015,3,956,15764,16720,0
658,operating,6500000,1,11-03-2015,11-03-2015,1,0,16505,16505,0
659,ipo,1137000000,6,01-01-2007,25-02-2011,23,1516,13514,15030,1
660,operating,40898,1,10-02-2014,10-02-2014,1,0,16111,16111,0
661,operating,16231320,2,13-11-2009,12-02-2010,6,91,14561,14652,0
662,operating,2400000,1,05-01-2011,05-01-2011,3,0,14979,14979,0
663,closed,1300000,3,01-05-2009,23-11-2009,4,206,14365,14571,0
664,operating,32000000,3,01-08-2012,23-04-2015,11,995,15553,16548,0
665,closed,205000,2,27-01-2012,01-07-2012,1,156,15366,15522,0
666,operating,3900000,2,28-12-2011,19-10-2012,4,296,15336,15632,0
667,operating,402050,5,01-06-2011,01-07-2014,2,1126,15126,16252,0
668,operating,36902500,4,06-12-2005,05-04-2013,9,2677,13123,15800,0
669,acquired,45039999,3,05-01-2010,20-07-2011,11,561,14614,15175,1
670,operating,106000,1,26-01-2014,26-01-2014,4,0,16096,16096,0
671,acquired,21000000,1,29-10-1999,29-10-1999,6,0,10893,10893,1
672,operating,530000,2,01-04-2011,01-02-2012,1,306,15065,15371,0
673,operating,480500,3,30-12-2011,19-11-2013,1,690,15338,16028,0
674,acquired,39617282,6,05-11-2001,20-12-2012,15,4063,11631,15694,1
675,operating,355003,3,01-08-2013,02-09-2014,1,397,15918,16315,0
676,operating,100000,1,01-08-2014,01-08-2014,1,0,16283,16283,0
677,operating,,1,25-11-2013,25-11-2013,5,0,16034,16034,0
678,operating,7500000,1,26-09-2012,26-09-2012,3,0,15609,15609,0
679,ipo,,2,01-09-2001,21-06-2013,3,4311,11566,15877,1
680,operating,550000,1,01-04-2014,01-04-2014,3,0,16161,16161,0
681,operating,315000,2,01-01-2007,01-04-2007,3,90,13514,13604,0
682,operating,3000000,1,28-03-2008,28-03-2008,1,0,13966,13966,0
683,operating,7000000,1,22-04-2015,22-04-2015,1,0,16547,16547,0
684,operating,1550000,2,02-05-2014,08-09-2015,1,494,16192,16686,0
685,operating,30000000,2,10-03-2010,18-01-2012,6,679,14678,15357,0
686,closed,14140433,3,14-01-2008,03-03-2010,4,779,13892,14671,0
687,operating,1700000,2,01-01-2011,01-07-2012,2,547,14975,15522,0
688,operating,4000000,3,01-03-2012,26-02-2013,21,362,15400,15762,0
689,operating,861815,1,31-07-2012,31-07-2012,1,0,15552,15552,0
690,operating,44000000,3,14-02-2011,09-01-2015,9,1425,15019,16444,0
691,closed,2500000,1,07-02-2012,07-02-2012,1,0,15377,15377,0
692,acquired,23260000,3,21-10-2003,08-06-2006,10,961,12346,13307,1
693,operating,6459900,4,03-03-2012,14-08-2014,3,894,15402,16296,0
694,closed,6660000,2,24-06-2008,23-08-2010,5,790,14054,14844,0
695,operating,425000000,2,19-02-2013,10-11-2015,3,994,15755,16749,0
696,operating,34500000,3,01-09-2013,25-06-2015,21,662,15949,16611,0
697,ipo,,1,14-06-1995,14-06-1995,1,0,9295,9295,1
698,operating,172725336,12,01-05-2006,02-03-2015,19,3227,13269,16496,0
699,operating,500000,2,10-07-2013,10-11-2014,1,488,15896,16384,0
700,operating,1281302,1,01-12-2012,01-12-2012,2,0,15675,15675,0
701,operating,,1,25-08-2014,25-08-2014,2,0,16307,16307,0
702,operating,1674002.031,3,28-12-2012,31-10-2013,5,307,15702,16009,0
703,operating,1600000,1,23-10-2013,23-10-2013,3,0,16001,16001,0
704,operating,2748099,1,10-06-2014,10-06-2014,2,0,16231,16231,0
705,operating,3000000,1,27-01-2005,27-01-2005,3,0,12810,12810,0
706,operating,,1,08-04-2014,08-04-2014,1,0,16168,16168,0
707,operating,,5,20-05-2013,17-06-2015,6,758,15845,16603,0
708,operating,350000,1,21-10-2015,21-10-2015,4,0,16729,16729,0
709,closed,250000,1,01-09-2013,01-09-2013,1,0,15949,15949,0
710,operating,,1,01-11-2007,01-11-2007,1,0,13818,13818,0
711,operating,1800000,2,10-11-2013,27-08-2014,9,290,16019,16309,0
